player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
00-0023459,2024,REG,368,584,3897.0,28,11.0,40.0,302.0,5,2,4014.0,2119.0,192.0,10.130993453394488,2,17.796653277127803,1.3670849216482237,22,107.0,0,0.0,0.0,7.0,4.280564359933793,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,256.58,256.58,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17703230435922554
00-0024243,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2.0,0,0.0,0.0,1.0,1.0,1.0,0.06460474291816354,0,2.0,0.038461538461538464,0.009708737864077669,0.06448842419716207,0.0,0.2,1.2,1,0.034482758620689655,0.009433962264150943,0.006756756756756757,0.059271307742355235,0.008849557522123894,0.0,0.07142857142857142,0.05555555555555555,0.004424778761061947,0.007079646017699115,0.06896551724137931,0.010541110330288123
00-0026158,2024,REG,162,248,1761.0,12,7.0,18.0,123.0,3,3,2215.0,651.0,87.0,2.9993858721668687,0,5.588957026193659,0.7075546323521819,9,26.0,0,1.0,1.0,2.0,-7.002136736351531,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.04,99.04,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15615539858728558
00-0026300,2024,REG,2,3,17.0,0,0.0,1.0,5.0,0,0,53.0,2.0,1.0,-1.8097355109639466,0,0.3018867924528302,0.0,4,1.0,0,0.0,0.0,0.0,-3.56283131003147,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018420555450595125
00-0026498,2024,REG,340,517,3762.0,20,8.0,28.0,213.0,4,2,3869.0,1726.0,176.0,34.73475009959403,0,16.49477300773636,1.6076459391984972,30,41.0,0,2.0,0.0,10.0,-3.011842658896128,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,214.58,214.58,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16445684329925353
00-0027973,2024,REG,106,160,989.0,7,6.0,7.0,37.0,1,0,1062.0,459.0,50.0,-18.095891326278156,0,4.954892415242316,0.3414501510881374,11,34.0,0,0.0,0.0,2.0,-3.431674593843093,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,58.96,58.96,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13434808367133028
00-0028118,2024,REG,17,22,119.0,3,0.0,0.0,0.0,0,0,88.0,68.0,9.0,11.904086127557093,1,2.6174306734578385,0.5360992998240679,3,13.0,0,1.0,0.0,0.0,-0.6764859651157167,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.06,20.06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12882096069868995
00-0028872,2024,REG,0,2,0.0,0,0.0,0.0,0.0,0,0,28.0,0.0,0.0,-5.712034730240703,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0028899,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.10806916426512969
00-0029263,2024,REG,214,336,2482.0,16,5.0,33.0,219.0,3,2,2668.0,1122.0,112.0,-0.9645129991215988,0,10.591329886787014,1.2347437409325086,43,155.0,2,2.0,2.0,16.0,-7.594189534254838,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,172.78,172.78,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19431386221012617
00-0029604,2024,REG,303,453,3508.0,18,16.0,28.0,201.0,7,2,3374.0,1687.0,163.0,22.081388022190346,0,15.40231532876094,1.3462439630467993,23,0.0,0,5.0,0.0,2.0,-16.772096396629887,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,176.32,176.32,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476296531975819
00-0029692,2024,REG,1,2,4.0,0,0.0,0.0,0.0,0,0,11.0,0.0,0.0,-5.6870228089392185,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007962575893301484
00-0029892,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,26.0,1,1.0,1.0,1.0,-7.2900504331919365,0,19,31,200.0,2,0.0,0.0,193.0,93.0,8.0,-0.08475676236146112,0,28.25010486825003,0.9939327731207598,0.703346128494341,1.9832414496271782,0.0,38.6,57.6,14,0.07192575406032482,0.05356647238412434,0.061386138613861385,0.15074180899778672,0.054274084124830396,0.1,0.04790419161676647,0.053475935828877004,0.0771370420624152,0.06341926729986433,0.46403712296983757,0.04585257124661678
00-0030035,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,48,62,615.0,5,0.0,0.0,692.0,152.0,28.0,40.429083193776734,0,9.450610603418246,2.0403137819874573,2.622008899369427,4.895876902539785,0.0,91.5,139.5,10,0.1901840490797546,0.24255169996494919,0.1733181299885975,0.4793174335915913,0.2839335180055402,0.35714285714285715,0.26666666666666666,0.2773109243697479,0.32053818757419866,0.2985753858330036,1.8865030674846626,0.1737365182952649
00-0030061,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,66,91,654.0,7,1.0,0.0,686.0,187.0,38.0,28.876541475512305,2,18.99759813306025,3.0367439129223124,3.092115114932669,6.719596449836337,0.0,111.4,177.4,17,0.17333333333333334,0.1718436873747495,0.0990990990990991,0.3974749498997996,0.16632756866734486,0.2413793103448276,0.19791666666666666,0.20361990950226244,0.20385343950608623,0.1813379170028414,1.2457142857142858,0.11077945272202726
00-0030279,2024,REG,0,1,0.0,0,1.0,0.0,0.0,0,0,14.0,0.0,0.0,-5.911163269076496,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,70,121,744.0,7,1.0,0.0,1115.0,240.0,43.0,23.16483989555049,0,13.138534043433602,3.9753152352731083,4.777649076568629,9.307327206507702,0.0,114.4,184.4,15,0.25366876310272535,0.3005390835579515,0.1476923076923077,0.6209344115004493,0.24676616915422886,0.3888888888888889,0.2925170068027211,0.30303030303030304,0.31782752902155886,0.2751907131011609,1.559748427672956,0.16216691583853665
00-0030431,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,20,30,203.0,0,3.0,1.0,284.0,73.0,12.0,0.9846309969664491,0,9.211095592503307,0.9131768400101755,0.9971248430380422,2.067752650141893,0.0,18.3,38.3,12,0.072992700729927,0.08196248196248196,0.05826017557861133,0.17505903666487607,0.07125307125307126,0.0,0.0851063829787234,0.07792207792207792,0.03562653562653563,0.05700245700245701,0.49391727493917276,0.041353545823615785
00-0030506,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,-0.09222689614398405,0,97,133,823.0,3,2.0,1.0,883.0,341.0,46.0,21.573750875772742,0,14.771537866481065,3.7343693051020184,4.033710576953776,8.42515136152067,0.0,98.4,195.4,16,0.2281303602058319,0.23955507325013564,0.1473002159827214,0.5338395989088565,0.20845997973657548,0.11538461538461539,0.21395348837209302,0.2033195020746888,0.16192229756059545,0.18984490686618347,1.411663807890223,0.1352230418956139
00-0030564,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,56,80,610.0,5,1.0,0.0,896.0,109.0,35.0,19.209225964236232,0,11.285996671611127,2.3191714930481973,3.7987275885204985,6.137866551536645,0.0,91.0,147.0,16,0.1384083044982699,0.2279318239633681,0.05816435432230523,0.38995791591809936,0.17144463181562675,0.19230769230769232,0.17676767676767677,0.17857142857142858,0.18187616206165952,0.17561724391403988,1.055363321799308,0.10944666150455656
00-0030565,2024,REG,407,578,4320.0,21,15.0,50.0,338.0,4,0,3996.0,2181.0,209.0,24.594096387796093,0,21.209822271889777,1.9445400955113343,53,272.0,2,4.0,0.0,17.0,1.241315049061086,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,266.0,266.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815005868064085
00-0030578,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,32,135.0,0,1.0,1.0,7.0,-7.84534724344177,0,12,14,80.0,1,0.0,0.0,42.0,56.0,5.0,-3.486692914913874,0,7.207422969187675,0.46612090866123124,0.21129763922294104,0.8470897104479056,0.0,25.500000000000004,37.5,13,0.035897435897435895,0.014428031604259704,0.042682926829268296,0.06538857912956161,0.02888086642599278,0.0625,0.04132231404958678,0.043795620437956206,0.04569043321299639,0.03560469314079423,0.20512820512820512,0.03802088614011964
00-0031235,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,19,55.0,0,0.0,0.0,164.0,14.0,3.0,-11.280472586230427,0,3.818655913978495,0.5929510998585332,0.7532249729476929,1.4166841308511848,0.0,5.5,14.5,8,0.0673758865248227,0.09167132476243711,0.013182674199623353,0.17440088959718375,0.02626552053486151,0.0,0.024793388429752067,0.022058823529411766,0.013132760267430755,0.02101241642788921,0.1950354609929078,0.01920885992104496
00-0031236,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,-3.0,0,0.0,0.0,0.0,-2.8204676375025883,0,26,54,259.0,3,0.0,0.0,634.0,55.0,19.0,-11.122766286566897,0,5.751777715446384,1.657721592430076,2.4672794536240956,4.213678006181981,0.0,43.6,69.6,10,0.15606936416184972,0.2378986866791745,0.046848381601362864,0.4244229955861142,0.11002548853016143,0.21428571428571427,0.1743119266055046,0.17886178861788618,0.16215560140793786,0.13087753368127203,0.7485549132947977,0.08578189706172351
00-0031280,2024,REG,189,279,2145.0,15,5.0,8.0,48.0,2,0,2178.0,1087.0,93.0,48.41037511315902,1,10.92704579766883,1.3298792139845894,17,71.0,1,1.0,0.0,4.0,-1.0944499316974543,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,150.9,150.9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17566938300349244
00-0031299,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,16.0,0.0,0.0,-0.5819352744147182,0,0.0,0.034482758620689655,0.045454545454545456,0.0835423197492163,0.0,0.0,0.0,1,0.03225806451612903,0.04177545691906005,0.0,0.08180746230944158,0.0,,0.0,0.0,,,0.0,0.0
00-0031345,2024,REG,27,41,334.0,2,1.0,3.0,15.0,0,0,221.0,232.0,16.0,3.024632184118037,0,1.51131221719457,0.0357131548142017,2,5.0,0,0.0,0.0,0.0,-1.9885797605384141,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.86,19.86,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19828274760383385
00-0031357,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,7.0,0.0,0.0,-2.9773164816433564,0,0.0,0.020833333333333332,0.02356902356902357,0.0477483164983165,0.0,0.0,0.0,1,0.02,0.023255813953488372,0.0,0.048604651162790696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0031381,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,85,141,1063.0,8,0.0,0.0,1172.0,473.0,49.0,19.679024739002404,1,17.303081731949973,4.138298151972922,5.099001598169743,9.776748346678204,0.0,156.3,241.29999999999998,14,0.28600405679513186,0.3600614439324117,0.25416442772702846,0.7170552403386272,0.3106370543541788,0.32,0.28654970760233917,0.29081632653061223,0.3153185271770894,0.3125096434833431,2.156186612576065,0.19889876193145284
00-0031408,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,74,110,1004.0,11,0.0,0.0,1274.0,226.0,53.0,38.52560734764584,0,11.184818260493808,3.505910757082396,5.6358715472145855,9.203976218673803,0.0,166.4,240.4,14,0.2386117136659436,0.3852434230420321,0.1103515625,0.6661123089325411,0.2601710287639285,0.3142857142857143,0.2760416666666667,0.28193832599118945,0.2872283715248214,0.27099396586828567,2.177874186550976,0.1606672637108524
00-0031428,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,7,30.0,0,0.0,0.0,51.0,4.0,3.0,1.337494010900049,0,2.7416267942583734,0.2559302704463995,0.34067428899501184,0.6223674079661075,0.0,3.0,6.0,6,0.03608247422680412,0.04235880398671096,0.00398406374501992,0.08801075452957495,0.016492578339747113,0.0,0.03125,0.02586206896551724,0.008246289169873557,0.013194062671797692,0.15463917525773196,0.007910766553279013
00-0031484,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,30.0,1,0.0,0.0,15.0,19.0,2.0,2.54974747763481,0,10.714285714285715,0.14665739665739666,0.08011194705150505,0.2760644579221485,0.0,9.0,12.0,4,0.034482758620689655,0.01847290640394089,0.045563549160671464,0.0665024630541872,0.03389830508474576,0.14285714285714285,0.058823529411764705,0.07317073170731707,0.0883777239709443,0.05569007263922518,0.25862068965517243,0.03498542274052478
00-0031503,2024,REG,181,296,2121.0,13,12.0,24.0,130.0,5,2,2640.0,765.0,103.0,-26.844956939174565,4,6.205245238957251,0.6874011571163273,25,83.0,1,0.0,0.0,17.0,16.702675447857473,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,131.14,131.14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1393120445322625
00-0031544,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,44,85,547.0,4,0.0,0.0,1161.0,111.0,24.0,6.906823084573158,0,8.483874416281513,2.690523731874312,4.356081451842356,7.085042614101117,0.0,78.7,122.7,13,0.20286396181384247,0.34389810426540285,0.07189119170984457,0.579414426133086,0.19514805565465573,0.21052631578947367,0.19047619047619047,0.19310344827586207,0.20283718572206472,0.19822370768161932,1.305489260143198,0.11242234886661413
00-0031549,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,29,231.0,2,0.0,0.0,387.0,85.0,10.0,7.0902632428853565,0,16.137290401110278,1.0569629078597358,1.6359130383518186,2.730583488635877,0.0,35.1,49.1,13,0.07571801566579635,0.11981424148606812,0.04885057471264368,0.20942841668754902,0.06786133960047004,0.0625,0.062111801242236024,0.06217616580310881,0.06518066980023501,0.06678907168037604,0.6031331592689295,0.036178490376963655
00-0031585,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,10,40.0,1,0.0,0.0,33.0,16.0,2.0,-8.00059991175834,0,6.246753246753247,0.36833074333074334,0.16461048559768987,0.6677234549144979,0.0,10.0,16.0,6,0.05649717514124294,0.023554603854389723,0.025236593059936908,0.10358944579537618,0.028208744710860368,0.09090909090909091,0.03076923076923077,0.039473684210526314,0.05955891780997564,0.04074881395050648,0.22598870056497175,0.031090902024794993
00-0031588,2024,REG,1,1,13.0,0,0.0,0.0,0.0,0,0,-4.0,17.0,1.0,2.762919135740958,0,0.0,0.0,3,8.0,1,0.0,0.0,1.0,0.6301916954689659,0,47,64,496.0,3,0.0,0.0,556.0,185.0,31.0,18.081069017473652,0,9.639518074947317,1.9526569063590702,2.3482620631457003,4.572768803740595,0.0,74.92,121.92,8,0.22857142857142856,0.270823185582075,0.19494204425711276,0.5595156913228029,0.24313725490196078,0.2727272727272727,0.2897196261682243,0.288135593220339,0.25793226381461676,0.24905525846702317,1.7714285714285714,0.17179089756235028
00-0031595,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,8.0,1,0.0,0.0,3.0,-1.0444718406361062,0,10,10,65.0,1,0.0,0.0,24.0,41.0,3.0,4.411656428244896,0,10.980392156862745,0.29270398461187935,0.08874076787421555,0.5011745144297699,0.0,19.3,29.3,11,0.026246719160104987,0.008698803914461761,0.02744310575635877,0.046329121871726886,0.024546827794561934,0.05,0.025210084033613446,0.02877697841726619,0.03727341389728097,0.029637462235649552,0.17060367454068243,0.030327495549207138
00-0031687,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,85,278.0,2,2.0,2.0,13.0,-30.199422105800323,0,19,23,161.0,0,0.0,0.0,14.0,146.0,10.0,11.992758106391799,0,17.151797385620913,0.6966879031229072,0.06890680574963634,1.0932666187091062,0.0,51.900000000000006,70.9,12,0.05609756097560976,0.005695687550854353,0.09001233045622688,0.08870289150409812,0.05419050824638169,0.0,0.06172839506172839,0.05555555555555555,0.027095254123190846,0.043352406597105354,0.3926829268292683,0.06697904661137039
00-0031690,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,4,9.0,0,0.0,0.0,8.0,12.0,0.0,-1.827133686516776,0,0.0,0.15145347776926724,0.050837538305568995,0.2627664934677992,0.0,0.9000000000000001,2.9000000000000004,4,0.03389830508474576,0.008064516129032258,0.027210884353741496,0.057299070530344456,0.008653846153846154,0.0,0.0,0.0,0.004326923076923077,0.006923076923076924,0.07627118644067797,0.008233957978421351
00-0031763,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,14,72.0,0,0.0,0.0,155.0,32.0,3.0,-4.037748288712464,0,3.3946252162750463,0.39769316214549477,0.5407664430380048,0.9750762533448455,0.0,7.2,16.2,5,0.08139534883720931,0.10071474983755685,0.08290155440414508,0.20266482312585943,0.08172531214528944,0.0,0.07142857142857142,0.06818181818181818,0.04086265607264472,0.06538024971623156,0.4186046511627907,0.052488335925349926
00-0031800,2024,REG,3,5,28.0,0,0.0,3.0,28.0,0,0,32.0,9.0,1.0,-5.95559958711965,0,2.833333333333333,0.0,2,20.0,0,0.0,0.0,1.0,0.4483568174764514,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.12,3.12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009991033687716151
00-0031941,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,13,72.0,2,0.0,0.0,108.0,11.0,4.0,2.0736022491999746,0,1.9523809523809523,0.3924091141833077,0.3997137702246537,0.8684133104322191,0.0,19.2,28.2,4,0.1,0.117519042437432,0.022044088176352707,0.24401523394994562,0.08044692737430167,0.2,0.09090909090909091,0.1111111111111111,0.14022346368715083,0.10435754189944135,0.5538461538461539,0.07236335642802155
00-0032104,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,66,311.0,2,1.0,1.0,14.0,-7.581538221371561,0,40,47,261.0,3,0.0,0.0,31.0,252.0,16.0,11.852883492729346,0,20.74117216117216,1.2987846248555968,0.12517573144690486,2.0357999492962287,0.0,85.2,125.2,13,0.09437751004016064,0.008882521489971347,0.15309842041312272,0.148672282252218,0.07911488329796908,0.1875,0.09580838323353294,0.10382513661202186,0.13330744164898453,0.10079190663837527,0.5240963855421686,0.11831859076132153
00-0032128,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,12,76.0,0,0.0,0.0,207.0,19.0,3.0,-1.8939166229683906,0,4.421985815602836,0.3706943952105243,0.7441363109785556,1.0769370105007754,0.0,7.6000000000000005,13.6,7,0.05172413793103448,0.09894837476099426,0.024265644955300127,0.15674490670534713,0.037698412698412696,0.0,0.033707865168539325,0.030612244897959183,0.018849206349206348,0.03015873015873016,0.3275862068965517,0.021405861428526456
00-0032141,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,7.0,0,0.0,0.0,2.0,5.0,0.0,0.3116975899320096,0,3.5,0.024390243902439025,0.004866180048661801,0.0399916918877218,0.0,0.7000000000000001,1.7000000000000002,1,0.024390243902439025,0.004866180048661801,0.07352941176470588,0.04047830989258798,0.020958083832335328,0.0,0.0,0.0,0.010479041916167664,0.016766467065868262,0.17073170731707318,0.015488338192419826
00-0032211,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,49,74,600.0,2,0.0,0.0,783.0,134.0,36.0,12.303688607082538,0,15.179849307309645,2.253995423094621,3.406090918002158,5.765256777243442,0.0,72.0,121.0,17,0.12478920741989882,0.19032571706368498,0.061243144424131625,0.3394443847807962,0.13701758392327015,0.09523809523809523,0.17061611374407584,0.16379310344827586,0.11612783958068269,0.1286616861862352,1.0118043844856661,0.08256229700592266
00-0032268,2024,REG,34,44,364.0,4,0.0,3.0,29.0,0,0,408.0,107.0,22.0,19.81335162629314,0,1.6132010229912055,0.6765439412221541,18,92.0,1,1.0,0.0,6.0,3.5261079982483126,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,45.760000000000005,45.760000000000005,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16541353383458648
00-0032381,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,-0.36762086005182937,0,0.0,0.037037037037037035,0.007518796992481203,0.0608187134502924,0.0,0.0,0.0,1,0.037037037037037035,0.007518796992481203,0.0,0.06157059314954051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0032385,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,69.0,0,0.0,0.0,4.0,2.7010305791627616,0,32,51,334.0,1,0.0,0.0,473.0,99.0,16.0,14.565427973854899,1,9.727801160231328,1.5227304059211837,2.2245592442404134,3.8412870798500647,0.0,48.300000000000004,80.3,13,0.11159737417943107,0.14359441408621737,0.05229793977812995,0.2822715925381205,0.09518381305215161,0.03333333333333333,0.09302325581395349,0.08415841584158416,0.06425857319274247,0.08281371710838796,0.7308533916849015,0.058593464967966954
00-0032392,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,45,59,476.0,3,2.0,1.0,386.0,225.0,25.0,12.704732686969777,0,27.01440775174646,2.0716316499680865,1.835270424444419,4.392136772063223,0.0,63.6,108.60000000000001,17,0.11153119092627599,0.10036401456058243,0.13227513227513227,0.24758799803787992,0.14238707747532156,0.16666666666666666,0.1497005988023952,0.15135135135135136,0.1545268720709941,0.14724299531359059,0.8998109640831758,0.08909526466051915
00-0032394,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,17,20,135.0,3,0.0,0.0,22.0,110.0,7.0,1.8264569420716725,0,8.5125,0.6405945986102386,0.082097432282072,1.0183601005128082,0.0,31.5,48.5,12,0.05037783375314862,0.006758832565284178,0.08935824532900082,0.08097381668195028,0.04826599928494816,0.1875,0.056451612903225805,0.07142857142857142,0.11788299964247408,0.07611279942795854,0.34005037783375314,0.05343881531104696
